acquisition,band,gain,offset,reference,fit_quality,n_targets,n_points,excluded_reason,note,resid_max,pre_rms,fit_x_min,fit_x_max,acq_spine_p50,ref_spine_p50,nir_floor_water_p1,fit_method,fit_targets,source,source_group,gsd_cm,native_file
2021n,G,0.772366,60.427064,2020s,24.893643,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021n band G onto 2020s. Spine RMS residual 24.9 DN vs 41.6 DN uncorrected. VALID OVER DN [45, 221] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",37.816461,41.617304,45.0,221.0,141.5,153.5,1,ols,neg_parking+school_k12,NAIP (acquired 2021-07-13),naip,60.0,2021_naip_60cm_rgbi.tif
2021n,B,1.036862,7.505209,2020s,16.687241,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021n band B onto 2020s. Spine RMS residual 16.7 DN vs 20.9 DN uncorrected. VALID OVER DN [66, 218] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",24.334121,20.948349,66.0,218.0,130.5,139.5,1,ols,neg_parking+school_k12,NAIP (acquired 2021-07-13),naip,60.0,2021_naip_60cm_rgbi.tif
2021n,N,0.935911,-0.243026,2019s,12.243183,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021n band N onto 2019s. Spine RMS residual 12.2 DN vs 15.3 DN uncorrected. VALID OVER DN [19, 214] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",21.374559,15.275252,19.0,214.0,125.5,101.0,1,ols,neg_parking+school_k12,NAIP (acquired 2021-07-13),naip,60.0,2021_naip_60cm_rgbi.tif
2021s,R,0.807661,70.029520,2020s,17.822537,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021s band R onto 2020s. Spine RMS residual 17.8 DN vs 51.2 DN uncorrected. VALID OVER DN [46, 214] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",27.818093,51.229874,46.0,214.0,123.5,160.0,25,ols,neg_parking+school_k12,Snohomish Co.,snoh,15.2,2021_snoh_6in_rgbi.tif
2021s,G,0.893289,50.963383,2020s,19.904291,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021s band G onto 2020s. Spine RMS residual 19.9 DN vs 42.9 DN uncorrected. VALID OVER DN [58, 215] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",30.225861,42.901049,58.0,215.0,122.5,153.5,25,ols,neg_parking+school_k12,Snohomish Co.,snoh,15.2,2021_snoh_6in_rgbi.tif
2021s,B,1.003188,24.440657,2020s,14.643724,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021s band B onto 2020s. Spine RMS residual 14.6 DN vs 28.8 DN uncorrected. VALID OVER DN [57, 213] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",18.800920,28.829961,57.0,213.0,115.5,139.5,25,ols,neg_parking+school_k12,Snohomish Co.,snoh,15.2,2021_snoh_6in_rgbi.tif
2021s,N,,,2019s,,0,0,"LIFTED NIR BLACK POINT (IMAGERY_FACTS §12): dark-target p1 = 25 DN over open water vs <= 20 DN on the healthy 4-band years. Traced to the delivery, not our export path. A hardscape-spine gain/offset is fitted on bright ground and cannot be extrapolated to a dark-end haze lift, so NO coefficient is emitted — emitting one would pretend the floor was fixed. Within-band structure and vegetation LOCATION stay honest; absolute NDVI does not.",REFUSED - relative use only,,,,,152.0,101.0,25,ols,neg_parking+school_k12,Snohomish Co.,snoh,15.2,2021_snoh_6in_rgbi.tif
2022,R,0.835601,41.822045,2020s,21.332917,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2022 band R onto 2020s. Spine RMS residual 21.3 DN vs 28.8 DN uncorrected. VALID OVER DN [70, 232] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",34.685914,28.841521,70.0,232.0,148.5,160.0,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2022_coe_rgb.tif
2022,G,0.835569,31.368233,2020s,22.015288,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2022 band G onto 2020s. Spine RMS residual 22.0 DN vs 24.8 DN uncorrected. VALID OVER DN [78, 244] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",36.457381,24.758837,78.0,244.0,152.5,153.5,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2022_coe_rgb.tif
2022,B,0.988402,2.540192,2020s,12.516923,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2022 band B onto 2020s. Spine RMS residual 12.5 DN vs 12.6 DN uncorrected. VALID OVER DN [76, 235] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",14.542753,12.563174,76.0,235.0,138.0,139.5,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2022_coe_rgb.tif
2022s,R,0.838886,41.322711,2020s,20.933207,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2022s band R onto 2020s. Spine RMS residual 20.9 DN vs 28.5 DN uncorrected. VALID OVER DN [71, 233] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",34.116406,28.480988,71.0,233.0,148.5,160.0,,ols,neg_parking+school_k12,Snohomish Co. (EagleView 3-in),snoh,7.6,2022_snoh_3in_rgb.tif
2022s,G,0.838399,30.920160,2020s,21.467332,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2022s band G onto 2020s. Spine RMS residual 21.5 DN vs 24.2 DN uncorrected. VALID OVER DN [79, 244] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",35.846320,24.207437,79.0,244.0,153.0,153.5,,ols,neg_parking+school_k12,Snohomish Co. (EagleView 3-in),snoh,7.6,2022_snoh_3in_rgb.tif
2022s,B,0.990079,2.293402,2020s,12.170944,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2022s band B onto 2020s. Spine RMS residual 12.2 DN vs 12.2 DN uncorrected. VALID OVER DN [77, 235] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",13.450101,12.213381,77.0,235.0,138.0,139.5,,ols,neg_parking+school_k12,Snohomish Co. (EagleView 3-in),snoh,7.6,2022_snoh_3in_rgb.tif
2023,R,0.825928,22.093442,2020s,20.230689,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2023 band R onto 2020s. Spine RMS residual 20.2 DN vs 24.4 DN uncorrected. VALID OVER DN [96, 246] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",33.617461,24.423349,96.0,246.0,186.0,160.0,,ols,neg_parking+school_k12,King County,king,10.0,2023_king_rgb.tif
2023,G,0.855291,14.988504,2020s,20.655392,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2023 band G onto 2020s. Spine RMS residual 20.7 DN vs 24.6 DN uncorrected. VALID OVER DN [96, 244] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",35.903517,24.606910,96.0,244.0,180.0,153.5,,ols,neg_parking+school_k12,King County,king,10.0,2023_king_rgb.tif
2023,B,0.942518,-6.415811,2020s,10.232456,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2023 band B onto 2020s. Spine RMS residual 10.2 DN vs 19.2 DN uncorrected. VALID OVER DN [85, 240] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",16.904357,19.187670,85.0,240.0,164.5,139.5,,ols,neg_parking+school_k12,King County,king,10.0,2023_king_rgb.tif
2023n,R,0.598390,67.705445,2020s,30.418714,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2023n band R onto 2020s. Spine RMS residual 30.4 DN vs 42.4 DN uncorrected. VALID OVER DN [56, 245] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",49.580199,42.428371,56.0,245.0,202.0,160.0,2,ols,neg_parking+school_k12,NAIP (acquired 2023-10-07),naip,60.0,2023_naip_60cm_rgbi.tif
2023n,G,0.797899,19.379916,2020s,29.357533,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2023n band G onto 2020s. Spine RMS residual 29.4 DN vs 36.0 DN uncorrected. VALID OVER DN [97, 245] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",48.353430,36.025454,97.0,245.0,203.0,153.5,2,ols,neg_parking+school_k12,NAIP (acquired 2023-10-07),naip,60.0,2023_naip_60cm_rgbi.tif
2023n,B,1.145929,-62.468989,2020s,21.462896,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2023n band B onto 2020s. Spine RMS residual 21.5 DN vs 42.2 DN uncorrected. VALID OVER DN [117, 244] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",43.133126,42.221637,117.0,244.0,194.5,139.5,2,ols,neg_parking+school_k12,NAIP (acquired 2023-10-07),naip,60.0,2023_naip_60cm_rgbi.tif
2023n,N,0.958284,-54.581943,2019s,33.152002,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2023n band N onto 2019s. Spine RMS residual 33.2 DN vs 70.1 DN uncorrected. VALID OVER DN [53, 241] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",57.408634,70.071392,53.0,241.0,199.0,101.0,2,ols,neg_parking+school_k12,NAIP (acquired 2023-10-07),naip,60.0,2023_naip_60cm_rgbi.tif
2024,R,0.806353,51.374650,2020s,18.420996,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2024 band R onto 2020s. Spine RMS residual 18.4 DN vs 32.0 DN uncorrected. VALID OVER DN [64, 222] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",29.599731,31.966128,64.0,222.0,155.5,160.0,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2024_coe_rgb.tif
2024,G,0.842531,35.321097,2020s,19.193694,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2024 band G onto 2020s. Spine RMS residual 19.2 DN vs 24.3 DN uncorrected. VALID OVER DN [71, 228] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",32.804009,24.310492,71.0,228.0,160.0,153.5,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2024_coe_rgb.tif
2024,B,0.962587,5.537189,2020s,10.172447,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2024 band B onto 2020s. Spine RMS residual 10.2 DN vs 10.4 DN uncorrected. VALID OVER DN [72, 228] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",19.374134,10.424331,72.0,228.0,149.0,139.5,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2024_coe_rgb.tif
2024s,R,0.843283,44.870747,2020s,16.808600,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2024s band R onto 2020s. Spine RMS residual 16.8 DN vs 29.1 DN uncorrected. VALID OVER DN [65, 221] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",26.883035,29.129023,65.0,221.0,155.5,160.0,,ols,neg_parking+school_k12,Snohomish Co. (EagleView 3-in),snoh,7.6,2024_snoh_3in_rgb.tif
2024s,G,0.870986,29.825147,2020s,17.691136,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2024s band G onto 2020s. Spine RMS residual 17.7 DN vs 21.8 DN uncorrected. VALID OVER DN [71, 228] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",30.012027,21.756225,71.0,228.0,160.5,153.5,,ols,neg_parking+school_k12,Snohomish Co. (EagleView 3-in),snoh,7.6,2024_snoh_3in_rgb.tif
2024s,B,0.969961,4.122433,2020s,9.793941,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2024s band B onto 2020s. Spine RMS residual 9.8 DN vs 10.0 DN uncorrected. VALID OVER DN [72, 228] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",18.977068,9.966611,72.0,228.0,149.0,139.5,,ols,neg_parking+school_k12,Snohomish Co. (EagleView 3-in),snoh,7.6,2024_snoh_3in_rgb.tif
