key,doi,openalex_status,openalex,pmid,pmcid,mag,oa_type,issn_l,s2_status,s2_corpus,s2_arxiv,s2_pmid,s2_pmcid,s2_mag,s2_dblp,s2_acl,cr_status,cr_type,cr_isbn,cr_issn,cr_alt_id,cr_relation_types,cr_has_link
Moraes_2024_training-data-satellite-image,10.1080/22797254.2024.2341414,200,W4394816672,,,,article,2279-7254,200,269179093,,,,,,,200,journal-article,,2279-7254,10.1080/22797254.2024.2341414,,1
Morgan_2024_deep-learning-urban-tree,10.3390/geomatics4040022,200,W4404346125,,,,article,2673-7418,200,274085596,,,,,,,200,journal-article,,2673-7418,geomatics4040022,,1
Morgenroth_2017_redevelopment-urban-forest-study,10.1016/j.apgeog.2017.02.011,200,W2592038655,,,2592038655,article,0143-6228,200,133029816,,,,2592038655,,,200,journal-article,,0143-6228,S0143622817302084,,1
Mossina_2025_conformal-prediction-image-segmentation,10.1007/978-3-032-04965-0_8,200,W4414314344,,,,conference-paper,0302-9743,404,,,,,,,,200,book-chapter,9783032049643;9783032049650,0302-9743;1611-3349,,,1
Motohka_2010_applicability-green-red-vegetation,10.3390/rs2102369,200,W2075818603,,,2075818603,article,2072-4292,200,5624817,,,,2075818603,journals/remotesensing/MotohkaNOT10,,200,journal-article,,2072-4292,rs2102369,,1
Moudry_2024_comparison-three-global-canopy,10.1002/ecs2.70026,200,W4403404153,,,,article,2150-8925,200,273355388,,,,,,,200,journal-article,,2150-8925;2150-8925,10.1002/ecs2.70026,,1
Mousavi_2009_cusum-chart-monitoring-proportion,10.1080/00224065.2009.11917794,200,W35672977,,,35672977,article,0022-4065,200,115530253,,,,35672977,,,200,journal-article,,0022-4065;2575-6230,10.1080/00224065.2009.11917794,,1
Murakami_2025_comparative-global-assessment-optimization,10.3390/rs17142402,200,W4412200589,,,,article,2072-4292,200,280073058,,,,,,,200,journal-article,,2072-4292,rs17142402,,1
Niu_2023_stable-test-time-adaptation,10.48550/arxiv.2302.12400,200,W4322616269,,,,preprint,2331-8422,200,257206115,2302.12400,,,,conf/iclr/Niu00WCZT23,,404,,,,,,
Nordman_2004_optimal-spatial-subsample-size,10.1214/009053604000000779,200,W2142093123,,,2142093123,article,0090-5364,200,21212494,math/0503671,,,2241655844,,,200,journal-article,,0090-5364,,,1
Nowak_2012_tree-impervious-cover-change,10.1016/j.ufug.2011.11.005,200,W2121934235,,,2121934235,article,1610-8167,200,5873122,,,,2121934235,,,200,journal-article,,1618-8667,S1618866711000999,,1
Nowak_2018_declining-urban-community-tree,10.1016/j.ufug.2018.03.006,200,W2794184958,,,2794184958,article,1610-8167,200,90017948,,,,2794184958,,,200,journal-article,,1618-8667,S1618866717307094,,1
Ock_2024_drivers-tree-canopy-loss,10.3390/su16051803,200,W4392058379,,,,article,2071-1050,200,267951805,,,,,,,200,journal-article,,2071-1050,su16051803,,1
Ogata_1988_statistical-models-earthquake-occurrences,10.1080/01621459.1988.10478560,200,W2064758233,,,2064758233,article,0162-1459,200,121813740,,,,3025512168,,,200,journal-article,,0162-1459;1537-274X,10.1080/01621459.1988.10478560,,1
Ogata_1998_space-time-point-process,10.1023/a:1003403601725,200,W2028944227,,,2028944227,article,0020-3157,200,120819531,,,,2028944227,,,200,journal-article,,0020-3157;1572-9052,188437,,1
Okkaoglu_2024_detecting-departures-conditional-independence,10.1186/s12874-024-02432-x,200,W4405077895,39639189,,,article,1471-2288,200,274524428,,39639189,11619692,,,,200,journal-article,,1471-2288,2432,has-preprint,1
Olofsson_2013_making-better-use-accuracy,10.1016/j.rse.2012.10.031,200,W2040667072,,,2040667072,article,0034-4257,200,140670581,,,,2040667072,,,200,journal-article,,0034-4257,S0034425712004191,,1
Olofsson_2014_good-practices-estimating-area,10.1016/j.rse.2014.02.015,200,W2011500029,,,2011500029,article,0034-4257,200,128818929,,,,2011500029,,,200,journal-article,,0034-4257,S0034425714000704,,1
Olofsson_2020_mitigating-effects-omission-errors,10.1016/j.rse.2019.111492,200,W2987399229,,,2987399229,article,0034-4257,200,210270704,,,,2987399229,,,200,journal-article,,0034-4257,S0034425719305115,,1
ONeilDunne_2014_versatile-production-oriented-approach,10.3390/rs61212837,200,W2081558173,,,2081558173,article,2072-4292,200,14283169,,,,2081558173,journals/remotesensing/ONeil-DunneMR14,,200,journal-article,,2072-4292,rs61212837,,1
Ortega_2024_indexation-retracted-literature-seven,10.1007/s11192-024-05034-y,200,W4400136542,,,,article,0138-9130,200,270834066,,,,,journals/scientometrics/OrtegaD24,,200,journal-article,,0138-9130;1588-2861,5034,,1
Ossola_2018_measuring-urban-tree-loss,10.1016/j.scitotenv.2017.08.103,200,W2752073066,28886546,,2752073066,article,0048-9697,200,21827342,,28886546,,2752073066,,,200,journal-article,,0048-9697,S0048969717321010,,1
Ouyang_2024_omnidocbench-benchmarking-diverse-pdf,10.48550/arxiv.2412.07626,200,W4405266876,,,,preprint,2331-8422,404,,,,,,,,404,,,,,,
Page_1954_continuous-inspection-schemes,10.1093/biomet/41.1-2.100,200,W2051903196,,,2051903196,article,0006-3444,200,121530032,,,,2051903196,,,200,journal-article,,0006-3444;1464-3510,,,1
Page_1954_continuous-inspection-schemes,10.2307/2333009,200,W4249116379,,,,article,0006-3444,404,,,,,,,,200,journal-article,,0006-3444,,,
Papadakis_2020_domain-structure-agnostic-end,10.1145/3385658.3385664,200,W3007475739,,,3007475739,article,0163-5808,200,211145094,,,,3007475739,journals/sigmod/PapadakisTTGPK19,,200,journal-article,,0163-5808,10.1145/3385658.3385664,,1
Papadopoulos_2024_decision-fusion-pixel-level,10.3390/jimaging10010015,200,W4390617836,38249000,,,article,2313-433X,200,266815075,,38249000,10817066,,journals/jimaging/PapadopoulosKA24,,200,journal-article,,2313-433X,jimaging10010015,,1
Parisi_2014_ranking-combining-multiple-predictors,10.1073/pnas.1219097111,200,W1991137221,24474744,,1991137221,article,0027-8424,200,13966087,1303.3257,24474744,,1991137221,,,200,journal-article,,0027-8424;1091-6490,10.1073/pnas.1219097111,,1
Parisot_2013_uncertainty-driven-efficiently-sampled,10.1109/iccv.2013.85,200,W2126752016,,,2126752016,conference-paper,,200,6972923,,,,2126752016,conf/iccv/ParisotWCDP13,,200,proceedings-article,,,,,1
Parmehr_2016_estimation-urban-tree-canopy,10.1016/j.ufug.2016.08.011,200,W2509638468,,,2509638468,article,1610-8167,200,88828633,,,,2509638468,,,200,journal-article,,1618-8667,S1618866716301558,,1
Pasquarella_2022_demystifying-landtrendr-ccdc-temporal,10.1016/j.jag.2022.102806,200,W4280622229,,,,article,0303-2434,200,248794653,,,,,journals/aeog/PasquarellaABBG22,,200,journal-article,,1569-8432,S1569843222000085,,1
Pearse_2021_deep-learning-phenology-enhance,10.3390/rs13091789,200,W3158891123,,,3158891123,article,2072-4292,200,235190144,,,,,journals/remotesensing/PearseWST21,,200,journal-article,,2072-4292,rs13091789,,1
Pedley_2025_detecting-measuring-fine-scale,10.1016/j.ophoto.2025.100082,200,W4406377758,,,,article,2667-3932,200,275549223,,,,,,,200,journal-article,,2667-3932,S2667393225000018,,1
Pedley_2025_green-vs-growth-effect,10.1016/j.scs.2025.106678,200,W4413271139,,,,article,2210-6707,200,280503555,,,,,,,200,journal-article,,2210-6707,S2210670725005529,,1
Peng_2025_human-annotated-label-noise,10.1109/jstars.2024.3502461,200,W4404520625,,,,article,1939-1404,200,258833224,2305.12106,,,,journals/staeors/PengWCCSWCZ25,,200,journal-article,,1939-1404;2151-1535,,,1
Peng_2025_label-efficient-deep-learning,10.1111/phor.70021,200,W4414331027,,,,article,0031-868X,200,281425645,,,,,,,200,journal-article,,0031-868X;1477-9730,10.1111/phor.70021,,1
Pengra_2020_quality-control-assessment-interpreter,10.1016/j.rse.2019.111261,200,W2950541263,,,2950541263,article,0034-4257,200,197565675,,,,2950541263,,,200,journal-article,,0034-4257,S0034425719302809,,1
Perantoni_2024_bayesian-modelling-multi-year,10.1109/igarss53475.2024.10642432,200,W4402259732,,,,conference-paper,,200,272433295,2510.07008,,,,conf/igarss/PerantoniWB24,,200,proceedings-article,,,,,1
Persson_2022_quantify-account-field-reference,10.1016/j.rse.2022.113302,200,W4306818345,,,,article,0034-4257,200,253034029,,,,,,,200,journal-article,,0034-4257,S0034425722004084,,1
Pfitzmann_2022_doclaynet-large-human-annotated,10.1145/3534678.3539043,200,W4290927927,,,,conference-paper,,200,249282359,2206.01062,,,,journals/corr/abs-2206-01062,,200,proceedings-article,,,10.1145/3534678.3539043;10.1145/3534678,,1
Pillow_2008_spatio-temporal-correlations-visual,10.1038/nature07140,200,W2069519142,18650810,,2069519142,article,0028-0836,200,306143,,18650810,2684455,2129399495,,,200,journal-article,,0028-0836;1476-4687,BFnature07140,has-review,1
Pires_2020_interval-censored-data-misclassification,10.1080/02664763.2020.1753025,200,W3016495312,35707442,,3016495312,article,0266-4763,200,218816622,,35707442,,3016495312,,,200,journal-article,,0266-4763;1360-0532,10.1080/02664763.2020.1753025,,1
Ploton_2020_spatial-validation-reveals-poor,10.1038/s41467-020-18321-y,200,W3085784695,32917875,,3085784695,article,2041-1723,200,221635830,,32917875,7486894,3085784695,,,200,journal-article,,2041-1723,18321,,1
Polunchenko_2011_state-art-sequential-change,10.1007/s11009-011-9256-5,200,W2140456136,,,2140456136,article,1387-5841,200,7342893,1109.2938,,,2140456136,,,200,journal-article,,1387-5841;1573-7713,9256,,1
Pontius_2011_death-kappa-birth-quantity,10.1080/01431161.2011.552923,200,W2104896032,,,2104896032,article,0143-1161,200,62883674,,,,2104896032,,,200,journal-article,,0143-1161;1366-5901,10.1080/01431161.2011.552923,,1
Pontius_2017_methods-summarize-change-among,10.1080/1747423x.2017.1338768,200,W2626187214,,,2626187214,article,1747-423X,200,126000717,,,,2626187214,,,200,journal-article,,1747-423X;1747-4248,10.1080/1747423X.2017.1338768,,1
Psarakis_2007_spc-procedures-monitoring-autocorrelated,10.1080/16843703.2007.11673168,200,W2188076449,,,2188076449,article,1684-3703,200,124879076,,,,2188076449,,,200,journal-article,,1684-3703,10.1080/16843703.2007.11673168,,1
Qin_2025_spatiotemporal-masked-pre-training,10.1016/j.jag.2025.104426,200,W4407850363,,,,article,0303-2434,200,276560668,,,,,journals/aeog/QinGSZWZ25,,200,journal-article,,1569-8432,S1569843225000731,,1
Radke_2003_demonstration-interval-censored-survival,10.1016/s0167-5877(03)00103-x,200,W1981023657,12835007,,1981023657,article,0167-5877,200,20958298,,12835007,,1981023657,,,200,journal-article,,0167-5877,S016758770300103X,,1
Radoux_2020_about-pitfall-erroneous-validation,10.3390/rs12244128,200,W3111419576,,,3111419576,article,2072-4292,200,230555604,,,,3111419576,journals/remotesensing/RadouxB20,,200,journal-article,,2072-4292,rs12244128,,1
Radoux_2020_how-response-designs-class,10.3390/rs12020257,200,W2954594678,,,2954594678,article,2072-4292,200,195700034,1906.11396,,,2954594678,journals/remotesensing/RadouxWB20,,200,journal-article,,2072-4292,rs12020257,,1
Rafi_2024_domain-generalization-semantic-segmentation,10.1007/s10462-024-10817-z,200,W4401525289,,,,article,0269-2821,200,271892490,,,,,journals/air/RafiMGKL24,,200,journal-article,,1573-7462,10817,,1
Ramani_2008_monte-carlo-sure-black,10.1109/tip.2008.2001404,200,W2145568341,18701393,,2145568341,article,1057-7149,200,6506648,,18701393,,2145568341,journals/tip/RamaniBU08,,200,journal-article,,1057-7149,,,1
Ranabhat_2026_promoting-shape-bias-cnns,10.1007/978-3-032-21582-6_2,200,W4415088241,,,,conference-paper,1865-0929,404,,,,,,,,200,book-chapter,9783032215819;9783032215826,1865-0929;1865-0937,,,1
Ratner_2017_snorkel-work,10.14778/3157794.3157797,200,W2769041395,29770249,,2769041395,article,2150-8097,200,6730236,1711.10160,29770249,5951191,2769041395,journals/corr/abs-1711-10160,,200,journal-article,,2150-8097,10.14778/3157794.3157797,,1
Reiche_2015_bayesian-approach-combine-landsat,10.3390/rs70504973,200,W2091720886,,,2091720886,article,2072-4292,200,8777622,,,,2091720886,journals/remotesensing/ReicheBHVH15,,200,journal-article,,2072-4292,rs70504973,,1
Reiche_2021_forest-disturbance-alerts-congo,10.1088/1748-9326/abd0a8,200,W3122099883,,,3122099883,article,1748-9326,200,234202830,,,,3122099883,,,200,journal-article,,1748-9326,,,1
Reilly_2023_characterizing-post-fire-delayed,10.1186/s42408-023-00223-1,200,W4388199328,,,,article,1933-9747,200,264451344,,,,,,,200,journal-article,,1933-9747,223,,1
Reinhart_2018_review-self-exciting-spatio,10.1214/17-sts629,200,W2743025534,,,2743025534,article,0883-4237,200,13668993,1708.02647,,,2953048026,,,200,journal-article,,0883-4237,,,1
Reis_2020_avoiding-invalid-transitions-land,10.1109/access.2020.2997019,200,W3030454969,,,3030454969,article,2169-3536,200,219315640,,,,3030454969,journals/access/ReisDES20,,200,journal-article,,2169-3536,,,1
Reis_2024_assessing-interpreter-s-disagreements,10.1080/01431161.2024.2373340,200,W4400585690,,,,article,0143-1161,200,271181178,,,,,,,200,journal-article,,0143-1161;1366-5901,10.1080/01431161.2024.2373340,,1
Reynolds_1999_cusum-chart-monitoring-proportion,10.1080/00224065.1999.11979900,200,W98139959,,,98139959,article,0022-4065,200,115879880,,,,98139959,,,200,journal-article,,0022-4065;2575-6230,10.1080/00224065.1999.11979900,,1
Reynolds_2000_general-approach-modeling-cusum,10.1080/07408170008963928,200,W4242238626,,,,article,0740-817X,200,122930613,,,,2085187369,,,200,journal-article,,0740-817X;1545-8830,10.1080/07408170008963928,,1
Richardson_2014_uncertainty-urban-forest-canopy,10.1016/j.ufug.2013.07.003,200,W2021014249,,,2021014249,article,1610-8167,200,84231860,,,,2021014249,,,200,journal-article,,1618-8667,S1618866713000800,,1
Risholm_2011_probabilistic-non-rigid-registration,10.1109/isbi.2011.5872467,200,W2106058115,22288004,,2106058115,conference-paper,,200,6391757,,22288004,3266351,2106058115,conf/isbi/RisholmFPTCW11,,200,proceedings-article,,,,,1
Ro_2020_autolr-layer-wise-pruning,10.48550/arxiv.2002.06048,200,W3173602248,,,3173602248,preprint,2331-8422,404,,,,,,,,404,,,,,,
Roberts_2017_cross-validation-strategies-data,10.1111/ecog.02881,200,W2560136348,,,2560136348,article,0906-7590,200,8937634,,,,2560136348,,,200,journal-article,,0906-7590;1600-0587,10.1111/ecog.02881,,1
Rodman_2021_disturbance-detection-landsat-time,10.1016/j.rse.2020.112244,200,W3112290353,,,3112290353,article,0034-4257,200,230578155,,,,3112290353,,,200,journal-article,,0034-4257,S0034425720306179,,1
Roman_2017_growing-canopy-college-campus,10.1007/s00267-017-0934-0,200,W2755416245,28905095,,2755416245,article,0364-152X,200,3698597,,28905095,,2755416245,,,200,journal-article,,0364-152X;1432-1009,934,,1
Roman_2022_construction-proactive-management-led,10.3390/f13060871,200,W4281762862,,,,article,1999-4907,200,249288874,,,,,,,200,journal-article,,1999-4907,f13060871,,1
Rosa_2013_predictive-modelling-contagious-deforestation,10.1371/journal.pone.0077231,200,W1967251937,24204776,,1967251937,article,1932-6203,200,196869,,24204776,3799618,1967251937,,,200,journal-article,,1932-6203,,,1
Ross_2012_sequential-monitoring-bernoulli-sequence,10.1007/s00180-012-0311-7,200,W2042762407,,,2042762407,article,0943-4062,200,253720275,,,,,,,200,journal-article,,0943-4062;1613-9658,311,,1
Rosychuk_2003_bias-correction-two-state,10.1002/sim.1473,200,W2021071948,12802821,,2021071948,article,0277-6715,200,36176108,,12802821,,2021071948,,,200,journal-article,,0277-6715;1097-0258,10.1002/sim.1473,,1
Ryadi_2023_relaxation-based-radiometric-normalization,10.3390/s23115150,200,W4378619239,37299877,,,article,1424-8220,200,258964855,,37299877,10255335,,journals/sensors/RyadiSL23,,200,journal-article,,1424-8220,s23115150,,1
Salas_2003_perimeter-area-ratio-index,10.1080/0143116021000044841,200,W2129242086,,,2129242086,article,0143-1161,200,128502847,,,,2129242086,,,200,journal-article,,0143-1161;1366-5901,10.1080/0143116021000044841,,1
SalisDerisArtikanur_2026_evaluating-accuracy-temporal,10.29244/jpsl.16.3.284,200,W7161834200,,,,article,2086-4639,200,288533866,,,,,,,200,journal-article,,2460-5824;2086-4639,,,1
Satten_1996_markov-chains-measurement-error,10.2307/2986089,200,W2430801858,,,2430801858,article,0035-9254,200,123315550,,,,2430801858,,,200,journal-article,,0035-9254,,,
Schelter_2018_automating-large-scale-data,10.14778/3229863.3229867,200,W2889249015,,,2889249015,article,2150-8097,200,51989857,,,,2889249015,journals/pvldb/SchelterLSCBG18,,200,journal-article,,2150-8097,10.14778/3229863.3229867,,1
Schindler_2024_efficient-tree-mapping-through,10.2139/ssrn.4979539,200,W4404636859,,,,preprint,1556-5068,404,,,,,,,,200,posted-content,,,,,
Schwartz_2000_distributed-lag-air-pollution,10.1097/00001648-200005000-00016,200,W2033873777,10784251,,2033873777,article,1044-3983,200,33274903,,10784251,,2033873777,,,200,journal-article,,1044-3983,,,1
Serov_2026_kernel-mean-matching-enhances,10.1038/s41598-026-36740-7,200,W7127088500,41629522,,,article,2045-2322,200,285272462,,41629522,12917278,,,,200,journal-article,,2045-2322,36740,,1
Shen_2026_d-2-ft-net,10.1109/tgrs.2026.3691111,200,W7160498367,,,,article,0196-2892,200,288089152,,,,,,,200,journal-article,,0196-2892;1558-0644,,,1
Shi_1998_generic-statistical-approach-modelling,10.1080/136588198241923,200,W2025735207,,,2025735207,article,0269-3798,200,17713669,,,,2025735207,journals/gis/Shi98,,200,journal-article,,1365-8816;1362-3087,10.1080/136588198241923,,1
Sierra_2026_assessing-impact-lidar-density,10.3390/rs18040584,200,W7128789617,,,,article,2072-4292,200,285625976,,,,,,,200,journal-article,,2072-4292,rs18040584,,1
Simou_2026_reconstructing-century-urban-growth,10.3390/rs18101517,200,W7160841675,,,,article,2072-4292,200,288158447,,,,,,,200,journal-article,,2072-4292,rs18101517,,1
Singer_1976_representation-social-processes-markov,10.1086/226269,200,W2001170250,,,2001170250,article,0002-9602,200,11031839,,,,2001170250,,,200,journal-article,,0002-9602;1537-5390,10.1086/226269,,1
Singh_2024_uncertainty-quantification-probabilistic-machine,10.1038/s41598-024-65954-w,200,W4400610338,39003341,,,article,2045-2322,200,266977143,2401.06421,39003341,11246475,,journals/corr/abs-2401-06421,,200,journal-article,,2045-2322,65954,,1
Sinop_2007_seeded-image-segmentation-framework,10.1109/iccv.2007.4408927,200,W2162310225,,,2162310225,conference-paper,,200,4490090,,,,2162310225,conf/iccv/SinopG07,,200,proceedings-article,,,,,1
Sinopoli_2004_kalman-filtering-intermittent-observations,10.1109/tac.2004.834121,200,W2164522996,,,2164522996,article,0018-9286,200,2642937,,,,2164522996,journals/tac/SinopoliSFPJS04,,200,journal-article,,0018-9286,,,1
Solberg_1996_markov-random-field-model,10.1109/36.481897,200,W2102150301,,,2102150301,article,0196-2892,200,6190348,,,,2102150301,journals/tgrs/SolbergTJ96,,200,journal-article,,0196-2892,,,1
Song_2026_enhancing-monocular-height-estimation,10.1016/j.isprsjprs.2025.12.004,200,W4417120169,,,,article,0924-2716,200,278502203,2505.06905,,,,journals/corr/abs-2505-06905,,200,journal-article,,0924-2716,S0924271625004885,,1
Sonnentag_2012_digital-repeat-photography-phenological,10.1016/j.agrformet.2011.09.009,200,W2038927660,,,2038927660,article,0168-1923,200,7043156,,,,2038927660,,,200,journal-article,,0168-1923,S0168192311002851,,1
Sosa_2025_multimae-meets-earth-observation,10.1109/icip55913.2025.11084679,200,W4413277895,,,,conference-paper,,404,,,,,,,,200,proceedings-article,,,,,1
Steenberg_2017_influence-building-renovation-rental,10.1080/09640568.2017.1326883,200,W2622567503,,,2622567503,article,0964-0568,200,157711298,,,,2622567503,,,200,journal-article,,0964-0568;1360-0559,10.1080/09640568.2017.1326883,,1
Steenberg_2018_spatio-temporal-analysis-relationship,10.1177/2399808317752927,200,W2783312263,,,2783312263,article,2399-8083,200,134295696,,,,2783312263,,,200,journal-article,,2399-8083;2399-8091,10.1177/2399808317752927,,1
Stehman_1998_design-analysis-thematic-map,10.1016/s0034-4257(98)00010-8,200,W2137155271,,,2137155271,article,0034-4257,200,7337509,,,,2938976317,,,200,journal-article,,0034-4257,S0034425798000108,,1
Stehman_2012_impact-sample-size-allocation,10.1080/01431161.2010.541950,200,W1967575690,,,1967575690,article,2150-704X,200,120218416,,,,1967575690,,,200,journal-article,,2150-704X;2150-7058,10.1080/01431161.2010.541950,,1
Stehman_2014_estimating-area-map-accuracy,10.1080/01431161.2014.930207,200,W2068167377,,,2068167377,article,0143-1161,200,122915118,,,,2068167377,,,200,journal-article,,0143-1161;1366-5901,10.1080/01431161.2014.930207,,1
Stehman_2019_key-issues-rigorous-accuracy,10.1016/j.rse.2019.05.018,200,W2953011380,,,2953011380,article,0034-4257,200,197571915,,,,2953011380,,,200,journal-article,,0034-4257,S0034425719302111,,1
Stehman_2022_incorporating-interpreter-variability,10.1016/j.rse.2021.112806,200,W3215892335,,,3215892335,article,0034-4257,200,244542304,,,,,,,200,journal-article,,0034-4257,S0034425721005265,,1
Stehman_2024_choosing-sample-size-allocation,10.1016/j.rse.2023.113881,200,W4388688389,,,,article,0034-4257,200,265249577,,,,,,,200,journal-article,,0034-4257,S0034425723004327,,1
Steiner_2000_monitoring-surgical-performance-risk,10.1093/biostatistics/1.4.441,200,W2109802067,12933566,,2109802067,article,1465-4644,200,6383206,,12933566,,2109802067,,,200,journal-article,,1465-4644;1468-4357,,,1
Storey_2018_normalizing-shadows-multi-temporal,10.1080/15481603.2018.1489446,200,W2810685887,,,2810685887,article,1548-1603,200,135276087,,,,2810685887,,,200,journal-article,,1548-1603;1943-7226,10.1080/15481603.2018.1489446,,1
Stow_1999_reducing-effects-misregistration-pixel,10.1080/014311699212137,200,W2150013982,,,2150013982,article,0143-1161,200,130533847,,,,2150013982,,,200,journal-article,,0143-1161;1366-5901,10.1080/014311699212137,,1
Straka_2025_satdino-deep-dive-self,10.48550/arxiv.2508.21402,200,W4415990072,,,,preprint,2331-8422,200,280985385,2508.21402,,,,journals/corr/abs-2508-21402,,404,,,,,,
Strong_2003_edge-preserving-scale-dependent,10.1088/0266-5611/19/6/059,200,W2112009428,,,2112009428,article,0266-5611,200,30704800,,,,2112009428,,,200,journal-article,,0266-5611;1361-6420,S0266-5611(03)60935-4,,1
Subramanian_2021_s2and-benchmark-evaluation-system,10.1109/jcdl52503.2021.00029,200,W3136510568,,,3136510568,conference-paper,,200,232233421,2103.07534,,,3136510568,conf/jcdl/SubramanianKDF21,,200,proceedings-article,,,,,1
SullaMenashe_2019_hierarchical-mapping-annual-global,10.1016/j.rse.2018.12.013,200,W2906848991,,,2906848991,article,0034-4257,200,133625381,,,,2906848991,,,200,journal-article,,0034-4257,S0034425718305686,,1
Sun_2022_cg-net-conditional-gis,10.1109/tgrs.2020.3043089,200,W3106525264,,,3106525264,article,0196-2892,200,226976099,2011.08362,,,3127104941,journals/tgrs/SunHMZ22,,200,journal-article,,0196-2892;1558-0644,,,1
Szczecina_2026_sparse-data-tree-canopy,10.48550/arxiv.2601.10931,200,W7124734019,,,,preprint,2331-8422,200,284860957,2601.10931,,,,journals/corr/abs-2601-10931,,404,,,,,,
Takada_2009_derivation-yearly-transition-probability,10.1007/s10980-009-9433-x,200,W2170820464,,,2170820464,article,0921-2973,200,24158028,,,,2170820464,,,200,journal-article,,0921-2973;1572-9761,9433,,1
Tang_2025_weakly-supervised-land-cover,10.1080/01431161.2024.2443612,200,W4406086211,,,,article,0143-1161,200,275399035,,,,,,,200,journal-article,,0143-1161;1366-5901,10.1080/01431161.2024.2443612,,1
Tarko_2020_producing-consistent-visually-interpreted,10.1080/17538947.2020.1729878,200,W3008153741,,,3008153741,article,1753-8947,200,213954660,,,,3008153741,journals/digearth/TarkoTBB21,,200,journal-article,,1753-8947;1753-8955,10.1080/17538947.2020.1729878,,1
Tartakovsky_2008_asymptotically-optimal-quickest-change,10.1080/07474940802446236,200,W2027237053,,,2027237053,article,0731-177X,200,7476779,,,,2027237053,,,200,journal-article,,0747-4946;1532-4176,10.1080/07474940802446236,,1
Tasar_2020_standardgan-multi-source-domain,10.1109/cvprw50498.2020.00104,200,W3016749615,,,3016749615,conference-paper,,200,215754347,2004.06402,,,3016749615,journals/corr/abs-2004-06402,,200,proceedings-article,,,,,1
Techapinyawat_2024_integrated-urban-land-cover,10.1111/mice.13277,200,W4399095921,,,,article,1093-9687,200,270104570,,,,,journals/cacie/TechapinyawatTLHZ24,,200,journal-article,,1093-9687,S1093968726007097,,1
Thakur_2021_beir-heterogenous-benchmark-zero,10.48550/arxiv.2104.08663,200,W3153833878,,,3153833878,preprint,2331-8422,404,,,,,,,,404,,,,,,
Tian_2025_deep-learning-based-individual,10.5194/isprs-annals-x-g-2025-885-2025,200,W4412399978,,,,article,2194-9042,200,280279375,,,,,,,200,journal-article,,2194-9050,,,1
Tibshirani_2019_conformal-prediction-covariate-shift,10.48550/arxiv.1904.06019,200,W2936788460,,,2936788460,preprint,2331-8422,404,,,,,,,,404,,,,,,
Tkaczyk_2018_matchmaker-matchmaker-make-me,10.64000/hg7jm-xyk95,200,W4414611527,,,,other,,404,,,,,,,,200,posted-content,,,,has-version;is-part-of,1
Tkaczyk_2018_reference-matching-real-this,10.64000/e6ey2-wce96,200,W4410338735,,,,other,,404,,,,,,,,200,posted-content,,,,is-part-of;is-version-of,1
Tkaczyk_2024_how-good-your-matching,10.13003/ief7aibi,200,W4404801078,,,,other,,404,,,,,,,,200,posted-content,,,,is-part-of;is-version-of,1
Tkaczyk_2025_metadata-matching-beyond-correctness,10.64000/vgpgj-j8126,200,W4414612913,,,,other,,404,,,,,,,,200,posted-content,,,,has-version;is-part-of,1
Tolan_2024_very-high-resolution-canopy,10.1016/j.rse.2023.113888,200,W4388448546,,,,article,0034-4257,200,258170249,2304.07213,,,,,,200,journal-article,,0034-4257,S003442572300439X,,1
Torres_2021_deforestation-detection-fully-convolutional,10.3390/rs13245084,200,W4200302434,,,,article,2072-4292,200,245237668,,,,,journals/remotesensing/TorresTVFSJA21,,200,journal-article,,2072-4292,rs13245084,,1
Townshend_1992_impact-misregistration-change-detection,10.1109/36.175340,200,W2136369781,,,2136369781,article,0196-2892,200,14718938,,,,2136369781,journals/tgrs/TownshendJGM92,,200,journal-article,,0196-2892,,,1
Truccolo_2005_point-process-framework-relating,10.1152/jn.00697.2004,200,W2129983824,15356183,,2129983824,article,0022-3077,200,2450629,,15356183,,2129983824,,,200,journal-article,,0022-3077;1522-1598,10.1152/jn.00697.2004,,1
Tuia_2011_active-learning-adapt-remote,10.1016/j.rse.2011.04.022,200,W2154772499,,,2154772499,article,0034-4257,200,53446549,,,,2154772499,,,200,journal-article,,0034-4257,S0034425711001507,,1
Tuia_2011_survey-active-learning-algorithms,10.1109/jstsp.2011.2139193,200,W2107131609,,,2107131609,article,1932-4553,200,14766564,2104.07784,,,2107131609,journals/jstsp/TuiaVCKM11,,200,journal-article,,1932-4553;1941-0484,,,1
Turubanova_2023_tree-canopy-extent-height,10.1016/j.rse.2023.113797,200,W4386506415,,,,article,0034-4257,200,261644271,,,,,,,200,journal-article,,0034-4257,S0034425723003486,,1
Ucar_2016_comparison-two-sampling-approaches,10.1016/j.ufug.2016.03.001,200,W2297729576,,,2297729576,article,1610-8167,200,53620725,,,,2297729576,,,200,journal-article,,1618-8667,S1618866716000364,,1
Umar_2026_uav-lidar-based-tree,10.5194/egusphere-egu26-14442,200,W7135178169,,,,conference-abstract,,404,,,,,,,,200,posted-content,,,,,
Valavi_2018_block-cv-r-package,10.1111/2041-210x.13107,200,W2952516441,,,2952516441,article,2041-210X,200,196675576,,,,2952516441,,,200,journal-article,,2041-210X;2041-210X,10.1111/2041-210X.13107,has-preprint,1
