date,target_window,known_flight_day,frames_over_city,n_obs,max_sun_elev_deg,R1_primary_run_h,R1_primary_start,R1_primary_end,R1_primary_pass,R2_maxelim_run_h,R2_maxelim_start,R2_maxelim_end,R2_maxelim_pass,R3_lowcloud_run_h,R3_lowcloud_start,R3_lowcloud_end,R3_lowcloud_pass,SPEC_asasked_run_h,SPEC_asasked_start,SPEC_asasked_end,SPEC_asasked_pass,n_rules_passed_of_3,blk_lowcloud_hrs,blk_precip_hrs,blk_vis_hrs,worst_sky_sunhrs,R1_KPAE_run_h,R1_KPAE_pass,R1_KPAE_start,R1_KPAE_end,R1_KSEA_run_h,R1_KSEA_pass,R1_KSEA_start,R1_KSEA_end,R1_KBFI_run_h,R1_KBFI_pass,R1_KBFI_start,R1_KBFI_end,n_stations,n_stations_pass,R1_3station_verdict,R1_unanimous_flyable
2020-05-23,2020_coe_rgb.tif,,,24,62.84,2,16:53,17:53,0,2,16:53,17:53,0,2,13:53,14:53,0,1,14:53,14:53,0,0,8,0,0,BKN4400;BKN6000;CLR,2,0,16:53,17:53,0.0,0,,,1.0,0,17:53,17:53,3,0,ELIMINATED,0
2020-05-24,2020_coe_rgb.tif,,,24,63.02,17,00:53,16:53,1,4,07:53,10:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,1,0,0,BKN10000;CLR;FEW6000,17,1,00:53,16:53,17.0,1,00:53,16:53,14.0,1,05:53,18:53,3,3,FLYABLE,1
2020-05-25,2020_coe_rgb.tif,,,24,63.2,0,,,0,0,,,0,0,,,0,0,,,0,0,11,6,6,BKN100/OVC1100;BKN600/OVC1000;BKN700/OVC1100,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-05-26,2020_coe_rgb.tif,,,24,63.36,11,13:53,23:53,1,11,13:53,23:53,1,11,13:53,23:53,1,4,13:53,16:53,1,3,6,0,0,BKN1200/BKN3100/OVC4300;CLR;FEW1000/OVC2700,11,1,13:53,23:53,8.0,1,16:53,23:53,8.0,1,16:53,23:53,3,3,FLYABLE,1
2020-05-27,2020_coe_rgb.tif,,,24,63.52,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-05-28,2020_coe_rgb.tif,,,24,63.68,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-05-29,2020_coe_rgb.tif,,,24,63.82,24,00:53,23:53,1,16,00:53,15:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,BKN10000;CLR;FEW11000,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-05-30,2020_coe_rgb.tif,,,24,63.96,8,00:53,07:53,1,8,00:53,07:53,1,8,00:53,07:53,1,1,11:53,11:53,0,3,8,8,8,BKN500/BKN1100/OVC1800;BKN8000/OVC10000;FEW4500/OVC5500,8,1,00:53,07:53,2.0,0,10:53,11:53,8.0,1,00:53,07:53,3,2,FLYABLE,0
2020-05-31,2020_coe_rgb.tif,,,23,64.1,0,,,0,0,,,0,0,,,0,0,,,0,0,11,1,3,BKN1200/BKN2200/OVC4000;BKN1800/BKN3600/OVC4600;BKN1800/OVC3700,0,0,,,1.0,0,17:53,17:53,1.0,0,16:53,16:53,3,0,ELIMINATED,0
2020-06-01,2020_coe_rgb.tif,,,24,64.23,16,08:53,23:53,1,16,08:53,23:53,1,22,02:53,23:53,1,9,08:53,16:53,1,3,1,0,0,CLR;FEW1900;FEW2300,16,1,08:53,23:53,14.0,1,10:53,23:53,12.0,1,09:53,20:53,3,3,FLYABLE,1
2020-06-02,2020_coe_rgb.tif,,,24,64.35,12,00:53,11:53,1,9,00:53,08:53,1,15,00:53,14:53,1,4,08:53,11:53,1,3,6,2,1,BKN10000;BKN4700;BKN7500/OVC10000,12,1,00:53,11:53,13.0,1,00:53,12:53,13.0,1,00:53,12:53,3,3,FLYABLE,1
2020-06-03,2020_coe_rgb.tif,,,24,64.46,7,10:53,16:53,1,7,10:53,16:53,1,14,10:53,23:53,1,7,10:53,16:53,1,3,4,0,0,BKN1900;BKN600/BKN1600;BKN600/BKN1900,7,1,10:53,16:53,6.0,1,12:53,17:53,6.0,1,12:53,17:53,3,3,FLYABLE,1
2020-06-04,2020_coe_rgb.tif,,,24,64.57,9,15:53,23:53,1,9,15:53,23:53,1,9,15:53,23:53,1,2,15:53,16:53,0,3,8,1,0,BKN3500;CLR;FEW3700,9,1,15:53,23:53,9.0,1,15:53,23:53,9.0,1,15:53,23:53,3,3,FLYABLE,1
2020-06-05,2020_coe_rgb.tif,,,24,64.67,8,12:53,19:53,1,2,08:53,09:53,0,16,08:53,23:53,1,5,12:53,16:53,1,2,3,0,0,BKN7500/OVC11000;BKN8500;FEW2700/BKN10000,8,1,12:53,19:53,10.0,1,00:53,09:53,16.0,1,00:53,15:53,3,3,FLYABLE,1
2020-06-06,2020_coe_rgb.tif,,,24,64.77,2,15:53,16:53,0,2,15:53,16:53,0,4,13:53,16:53,1,2,15:53,16:53,0,1,9,2,0,BKN6000;CLR;FEW2900/BKN3800/OVC4700,2,0,15:53,16:53,5.0,1,15:53,19:53,1.0,0,15:53,15:53,3,1,FLYABLE,0
2020-06-07,2020_coe_rgb.tif,,,24,64.85,6,14:53,19:53,1,5,14:53,18:53,1,7,13:53,19:53,1,3,14:53,16:53,1,3,7,1,0,BKN2200/BKN6500;BKN300/OVC1800;BKN6000,6,1,14:53,19:53,2.0,0,15:53,16:53,5.0,1,16:53,20:53,3,2,FLYABLE,0
2020-06-08,2020_coe_rgb.tif,,,24,64.93,1,16:53,16:53,0,3,18:53,20:53,1,10,14:53,23:53,1,1,16:53,16:53,0,2,10,3,0,BKN2800/BKN3800/OVC4600;FEW1600/BKN6000;FEW1600/BKN6000/OVC7500,1,0,16:53,16:53,6.0,1,13:53,18:53,5.0,1,15:53,19:53,3,2,FLYABLE,0
2020-06-09,2020_coe_rgb.tif,,,24,65.01,0,,,0,0,,,0,0,,,0,0,,,0,0,11,3,4,BKN1000/BKN2100/OVC2800;BKN1000/BKN2800;BKN1200/BKN1800/OVC2400,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-06-10,2020_coe_rgb.tif,,,23,65.07,9,13:53,21:53,1,4,13:53,16:53,1,10,13:53,22:53,1,4,13:53,16:53,1,3,5,1,1,BKN600/BKN3000;BKN8500;BKN900/OVC2800,9,1,13:53,21:53,9.0,1,13:53,21:53,8.0,1,13:53,20:53,3,3,FLYABLE,1
2020-06-11,2020_coe_rgb.tif,,,24,65.13,7,17:53,23:53,1,7,17:53,23:53,1,7,17:53,23:53,1,3,12:53,14:53,1,3,7,4,2,BKN2400/BKN3200/OVC6000;BKN2500/OVC7500;FEW2100,7,1,17:53,23:53,11.0,1,13:53,23:53,11.0,1,13:53,23:53,3,3,FLYABLE,1
2020-06-12,2020_coe_rgb.tif,,,24,65.19,1,16:53,16:53,0,0,,,0,1,16:53,16:53,0,1,16:53,16:53,0,0,10,8,6,BKN2000/OVC8000;BKN800/BKN7500;BKN800/BKN7500/OVC9500,1,0,16:53,16:53,1.0,0,16:53,16:53,5.0,1,15:53,19:53,3,1,FLYABLE,0
2020-06-13,2020_coe_rgb.tif,,,24,65.23,1,12:53,12:53,0,1,12:53,12:53,0,1,12:53,12:53,0,1,12:53,12:53,0,0,10,2,0,BKN2500/BKN3100/OVC4900;BKN2800/BKN3700;BKN800/BKN1300/OVC5500,1,0,12:53,12:53,5.0,1,16:53,20:53,3.0,1,15:53,17:53,3,2,FLYABLE,0
2020-06-14,2020_coe_rgb.tif,,,24,65.27,1,09:53,09:53,0,1,09:53,09:53,0,9,15:53,23:53,1,1,09:53,09:53,0,1,9,0,0,BKN3600/BKN4500/BKN5500;BKN500/OVC1000;FEW2400/BKN5500,1,0,09:53,09:53,1.0,0,14:53,14:53,2.0,0,15:53,16:53,3,0,ELIMINATED,0
2020-06-15,2020_coe_rgb.tif,,,24,65.3,1,16:53,16:53,0,1,16:53,16:53,0,1,16:53,16:53,0,1,16:53,16:53,0,0,10,5,1,BKN2000/BKN6000/OVC7500;BKN2700;BKN900/BKN1800/OVC5500,1,0,16:53,16:53,4.0,1,15:53,18:53,2.0,0,15:53,16:53,3,1,FLYABLE,0
2020-06-16,2020_coe_rgb.tif,,,24,65.33,2,14:53,15:53,0,6,18:53,23:53,1,13,11:53,23:53,1,2,14:53,15:53,0,2,9,2,2,BKN11000;BKN400/BKN1500/OVC2400;BKN500/BKN2100/OVC3800,2,0,14:53,15:53,6.0,1,16:53,21:53,2.0,0,16:53,17:53,3,1,FLYABLE,0
2020-06-17,2020_coe_rgb.tif,,,24,65.35,12,12:53,23:53,1,12,12:53,23:53,1,24,00:53,23:53,1,5,12:53,16:53,1,3,5,0,0,BKN6000;CLR;FEW6000,12,1,12:53,23:53,12.0,1,12:53,23:53,11.0,1,13:53,23:53,3,3,FLYABLE,1
2020-06-18,2020_coe_rgb.tif,,,24,65.36,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR;SCT600,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-06-19,2020_coe_rgb.tif,,,24,65.36,21,00:53,20:53,1,19,00:53,18:53,1,24,00:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR;SCT11000,21,1,00:53,20:53,20.0,1,00:53,19:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-06-20,2020_coe_rgb.tif,,,24,65.36,2,14:53,15:53,0,2,14:53,15:53,0,4,04:53,07:53,1,2,14:53,15:53,0,1,9,1,0,BKN2000/OVC3000;BKN2200/OVC7000;BKN2900/OVC3600,2,0,14:53,15:53,0.0,0,,,1.0,0,07:53,07:53,3,0,ELIMINATED,0
2020-06-21,2020_coe_rgb.tif,,,24,65.35,0,,,0,0,,,0,0,,,0,0,,,0,0,12,0,3,BKN3000/OVC3500;BKN400/OVC1600;BKN600/OVC1300,0,0,,,9.0,1,15:53,23:53,8.0,1,16:53,23:53,3,2,FLYABLE,0
2020-06-22,2020_coe_rgb.tif,,,24,65.34,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-06-23,2020_coe_rgb.tif,,,24,65.31,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-06-24,2020_coe_rgb.tif,,,24,65.28,7,17:53,23:53,1,7,17:53,23:53,1,10,14:53,23:53,1,1,17:53,17:53,0,3,10,0,0,BKN1400/OVC8000;BKN1900/OVC2400;BKN2200/OVC2800,7,1,17:53,23:53,9.0,1,00:53,08:53,8.0,1,00:53,07:53,3,3,FLYABLE,1
2020-06-25,2020_coe_rgb.tif,,,24,65.25,16,08:53,23:53,1,16,08:53,23:53,1,16,08:53,23:53,1,10,08:53,17:53,1,3,1,0,1,CLR;SCT200/SCT600;SCT600,16,1,08:53,23:53,16.0,1,08:53,23:53,16.0,1,08:53,23:53,3,3,FLYABLE,1
2020-06-26,2020_coe_rgb.tif,,,24,65.2,9,00:53,08:53,1,9,00:53,08:53,1,22,00:53,21:53,1,6,10:53,15:53,1,3,2,0,0,BKN6000;BKN7500/BKN11000;CLR,9,1,00:53,08:53,21.0,1,00:53,20:53,21.0,1,00:53,20:53,3,3,FLYABLE,1
2020-06-27,2020_coe_rgb.tif,,,24,65.15,0,,,0,0,,,0,0,,,0,0,,,0,0,12,2,5,BKN800/OVC2400;BKN800/OVC2800;BKN900/OVC2400,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-06-28,2020_coe_rgb.tif,,,24,65.1,8,16:53,23:53,1,4,16:53,19:53,1,11,13:53,23:53,1,2,13:53,14:53,0,3,7,0,0,BKN1500/BKN3800;BKN300/BKN1400/OVC1900;BKN3000,8,1,16:53,23:53,7.0,1,17:53,23:53,8.0,1,16:53,23:53,3,3,FLYABLE,1
2020-06-29,2020_coe_rgb.tif,,,24,65.03,9,13:53,21:53,1,9,13:53,21:53,1,9,13:53,21:53,1,5,13:53,17:53,1,3,6,0,0,BKN1800;CLR;FEW2300,9,1,13:53,21:53,7.0,1,12:53,18:53,8.0,1,13:53,20:53,3,3,FLYABLE,1
2020-06-30,2020_coe_rgb.tif,,,24,64.96,0,,,0,0,,,0,0,,,0,0,,,0,0,12,3,7,BKN2000/BKN3000/OVC3500;BKN400/BKN700/OVC1200;BKN400/OVC900,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-07-01,2020_coe_rgb.tif,,,24,64.89,0,,,0,0,,,0,0,,,0,0,,,0,0,12,5,4,BKN2300/OVC4400;BKN600/BKN1100/OVC1500;BKN600/BKN1700/OVC2400,0,0,,,0.0,0,,,2.0,0,17:53,18:53,3,0,ELIMINATED,0
2020-07-02,2020_coe_rgb.tif,,,24,64.8,0,,,0,0,,,0,5,16:53,20:53,1,0,,,0,1,12,1,4,BKN1200/OVC2300;BKN2300/OVC5000;FEW1800/OVC5500,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-07-03,2020_coe_rgb.tif,,,24,64.71,1,18:53,18:53,0,1,18:53,18:53,0,5,18:53,22:53,1,0,,,0,1,11,1,0,BKN3000/BKN3800/OVC4500;BKN3200/OVC4300;BKN3200/OVC4500,1,0,18:53,18:53,7.0,1,14:53,20:53,13.0,1,11:53,23:53,3,2,FLYABLE,0
2020-07-04,2020_coe_rgb.tif,,,24,64.62,11,13:53,23:53,1,11,13:53,23:53,1,11,13:53,23:53,1,5,13:53,17:53,1,3,6,0,0,BKN600/BKN1100;CLR;OVC500,11,1,13:53,23:53,10.0,1,13:53,22:53,9.0,1,15:53,23:53,3,3,FLYABLE,1
2020-07-05,2020_coe_rgb.tif,,,24,64.52,18,06:53,23:53,1,18,06:53,23:53,1,18,06:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR,18,1,06:53,23:53,7.0,1,05:53,11:53,12.0,1,02:53,13:53,3,3,FLYABLE,1
2020-07-06,2020_coe_rgb.tif,,,24,64.41,8,09:53,16:53,1,8,09:53,16:53,1,17,00:53,16:53,1,8,09:53,16:53,1,3,3,0,0,BKN5000;CLR;FEW5000,8,1,09:53,16:53,11.0,1,09:53,19:53,11.0,1,09:53,19:53,3,3,FLYABLE,1
2020-07-07,2020_coe_rgb.tif,,,24,64.29,0,,,0,0,,,0,0,,,0,0,,,0,0,11,4,4,BKN200/OVC1400;BKN2200/OVC2900;BKN2600/BKN3400/OVC6000,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-07-08,2020_coe_rgb.tif,,,24,64.17,11,13:53,23:53,1,11,13:53,23:53,1,11,13:53,23:53,1,4,13:53,16:53,1,3,6,0,0,BKN1100/OVC2100;CLR;FEW1100/OVC3200,11,1,13:53,23:53,12.0,1,12:53,23:53,7.0,1,17:53,23:53,3,3,FLYABLE,1
2020-07-09,2020_coe_rgb.tif,,,24,64.04,6,17:53,22:53,1,6,17:53,22:53,1,6,17:53,22:53,1,2,09:53,10:53,0,3,8,2,1,BKN2100/BKN10000;BKN2600/OVC3200;BKN2700/OVC3300,6,1,17:53,22:53,6.0,1,17:53,22:53,4.0,1,08:53,11:53,3,3,FLYABLE,1
2020-07-10,2020_coe_rgb.tif,,,24,63.91,12,12:53,23:53,1,12,12:53,23:53,1,12,12:53,23:53,1,5,12:53,16:53,1,3,5,0,0,BKN1700/OVC3300;BKN2800;CLR,12,1,12:53,23:53,12.0,1,12:53,23:53,12.0,1,12:53,23:53,3,3,FLYABLE,1
2020-07-11,2020_coe_rgb.tif,,,24,63.77,17,00:53,16:53,1,15,00:53,14:53,1,18,00:53,17:53,1,9,08:53,16:53,1,3,1,0,0,CLR;FEW3100;FEW3300,17,1,00:53,16:53,13.0,1,00:53,12:53,13.0,1,00:53,12:53,3,3,FLYABLE,1
2020-07-12,2020_coe_rgb.tif,,,24,63.63,1,13:53,13:53,0,1,13:53,13:53,0,1,10:53,10:53,0,1,13:53,13:53,0,0,9,1,1,BKN1000/OVC2400;BKN4400;CLR,1,0,13:53,13:53,2.0,0,15:53,16:53,2.0,0,14:53,15:53,3,0,ELIMINATED,0
2020-07-13,2020_coe_rgb.tif,,,24,63.48,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR;FEW700;SCT700,24,1,00:53,23:53,23.0,1,01:53,23:53,22.0,1,02:53,23:53,3,3,FLYABLE,1
2021-04-11,,,,24,50.65,18,06:53,23:53,1,18,06:53,23:53,1,18,06:53,23:53,1,7,09:53,15:53,1,3,0,0,0,CLR;FEW2000,18,1,06:53,23:53,,,,,,,,,1,1,FLYABLE,1
2021-04-12,,,,24,51.02,24,00:53,23:53,1,18,00:53,17:53,1,24,00:53,23:53,1,7,09:53,15:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2021-04-13,,,,24,51.38,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,7,09:53,15:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2021-04-14,,2021K,135,24,51.75,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,7,09:53,15:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2021-04-15,,2021K,248,24,52.11,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2021-04-16,,2021K,259,24,52.46,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2021-04-17,,2021K,20,24,52.82,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2021-04-18,,,,24,53.17,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2021-04-19,,,,24,53.52,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2021-06-25,2021_snoh_rgbi.tif,,,24,65.26,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2021-06-26,2021_snoh_rgbi.tif,,,24,65.22,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2021-06-27,2021_snoh_rgbi.tif,,,24,65.17,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2021-06-28,2021_snoh_rgbi.tif,,,24,65.11,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2021-06-29,2021_snoh_rgbi.tif,,,24,65.05,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR,24,1,00:53,23:53,17.0,1,07:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2021-06-30,2021_snoh_rgbi.tif,,,24,64.98,5,13:53,17:53,1,5,13:53,17:53,1,5,13:53,17:53,1,5,13:53,17:53,1,3,7,0,0,CLR;OVC1500;OVC1700,5,1,13:53,17:53,1.0,0,15:53,15:53,4.0,1,13:53,16:53,3,2,FLYABLE,0
2021-07-01,2021_snoh_rgbi.tif,,,24,64.91,1,18:53,18:53,0,1,18:53,18:53,0,3,18:53,20:53,1,0,,,0,1,11,0,0,BKN2100/BKN3100/OVC3800;BKN2100/OVC2900;OVC2000,1,0,18:53,18:53,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2021-07-02,2021_snoh_rgbi.tif,,,24,64.83,11,13:53,23:53,1,11,13:53,23:53,1,12,12:53,23:53,1,5,13:53,17:53,1,3,6,0,0,CLR;FEW800/BKN2000/OVC6000;OVC2000,11,1,13:53,23:53,7.0,1,17:53,23:53,12.0,1,12:53,23:53,3,3,FLYABLE,1
2021-07-03,2021_snoh_rgbi.tif,,,24,64.74,18,06:53,23:53,1,18,06:53,23:53,1,18,06:53,23:53,1,10,08:53,17:53,1,3,0,0,0,CLR,18,1,06:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2021-07-04,2021_snoh_rgbi.tif,,,23,64.64,14,10:53,23:53,1,14,10:53,23:53,1,14,10:53,23:53,1,8,10:53,17:53,1,3,3,0,0,CLR;OVC500;OVC600,14,1,10:53,23:53,13.0,1,11:53,23:53,11.0,1,13:53,23:53,3,3,FLYABLE,1
2021-07-05,2021_snoh_rgbi.tif,,,24,64.54,11,13:53,23:53,1,11,13:53,23:53,1,11,13:53,23:53,1,5,13:53,17:53,1,3,6,0,0,BKN500/OVC900;CLR;OVC1100,11,1,13:53,23:53,11.0,1,13:53,23:53,11.0,1,13:53,23:53,3,3,FLYABLE,1
2021-07-06,2021_snoh_rgbi.tif,,,24,64.43,13,11:53,23:53,1,13,11:53,23:53,1,13,11:53,23:53,1,7,11:53,17:53,1,3,3,0,4,CLR;FEW500;OVC100,13,1,11:53,23:53,12.0,1,12:53,23:53,13.0,1,11:53,23:53,3,3,FLYABLE,1
2021-07-07,2021_snoh_rgbi.tif,,,24,64.32,7,17:53,23:53,1,7,17:53,23:53,1,7,17:53,23:53,1,0,,,0,3,10,0,0,BKN2800;BKN3200;CLR,7,1,17:53,23:53,9.0,1,14:53,22:53,9.0,1,14:53,22:53,3,3,FLYABLE,1
2021-07-08,2021_snoh_rgbi.tif,,,24,64.2,11,13:53,23:53,1,11,13:53,23:53,1,11,13:53,23:53,1,4,13:53,16:53,1,3,3,0,0,CLR;FEW700/OVC2300;OVC1900,11,1,13:53,23:53,11.0,1,13:53,23:53,8.0,1,16:53,23:53,3,3,FLYABLE,1
2021-07-09,2021_snoh_rgbi.tif,,,24,64.08,16,08:53,23:53,1,16,08:53,23:53,1,16,08:53,23:53,1,9,08:53,16:53,1,3,1,0,1,CLR;OVC200;nan,16,1,08:53,23:53,19.0,1,05:53,23:53,17.0,1,07:53,23:53,3,3,FLYABLE,1
2021-07-10,2021_snoh_rgbi.tif,,,24,63.94,15,09:53,23:53,1,15,09:53,23:53,1,15,09:53,23:53,1,8,09:53,16:53,1,3,2,0,1,CLR;FEW300;OVC100,15,1,09:53,23:53,13.0,1,11:53,23:53,14.0,1,10:53,23:53,3,3,FLYABLE,1
2021-07-11,2021_snoh_rgbi.tif,,,24,63.81,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2021-07-12,2021_snoh_rgbi.tif,,,24,63.66,20,04:53,23:53,1,20,04:53,23:53,1,20,04:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,20,1,04:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2021-07-13,2021_snoh_rgbi.tif,,,24,63.51,14,10:53,23:53,1,14,10:53,23:53,1,14,10:53,23:53,1,7,10:53,16:53,1,3,0,0,1,CLR;nan,14,1,10:53,23:53,13.0,1,11:53,23:53,15.0,1,09:53,23:53,3,3,FLYABLE,1
2021-07-14,2021_snoh_rgbi.tif,,,24,63.36,13,11:53,23:53,1,13,11:53,23:53,1,13,11:53,23:53,1,6,11:53,16:53,1,3,4,0,2,CLR;OVC200;OVC800,13,1,11:53,23:53,11.0,1,13:53,23:53,11.0,1,13:53,23:53,3,3,FLYABLE,1
2021-07-15,2021_snoh_rgbi.tif,,,24,63.2,10,14:53,23:53,1,10,14:53,23:53,1,10,14:53,23:53,1,3,14:53,16:53,1,3,7,0,1,CLR;OVC1100;OVC1400,10,1,14:53,23:53,6.0,1,15:53,20:53,7.0,1,15:53,21:53,3,3,FLYABLE,1
2021-07-16,2021_snoh_rgbi.tif,,,24,63.03,0,,,0,0,,,0,0,,,0,0,,,0,0,11,0,0,BKN2600/BKN3500/OVC5500;BKN2600/OVC5500;BKN3300/OVC4500,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2021-07-17,2021_snoh_rgbi.tif,,,24,62.86,13,11:53,23:53,1,13,11:53,23:53,1,13,11:53,23:53,1,6,11:53,16:53,1,3,4,0,0,BKN1600/OVC6000;BKN2800;CLR,13,1,11:53,23:53,13.0,1,11:53,23:53,12.0,1,12:53,23:53,3,3,FLYABLE,1
2021-07-18,2021_snoh_rgbi.tif,,,24,62.68,17,07:53,23:53,1,17,07:53,23:53,1,17,07:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR;FEW4100;FEW4500,17,1,07:53,23:53,20.0,1,04:53,23:53,20.0,1,04:53,23:53,3,3,FLYABLE,1
2021-07-19,2021_snoh_rgbi.tif,,,24,62.49,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2021-07-20,2021_snoh_rgbi.tif,,,24,62.31,0,,,0,0,,,0,0,,,0,0,,,0,0,11,0,6,BKN1800/BKN2200/OVC3500;BKN600/OVC1000;BKN800/OVC1100,0,0,,,6.0,1,16:53,21:53,5.0,1,17:53,21:53,3,2,FLYABLE,0
2021-07-21,2021_snoh_rgbi.tif,,,24,62.11,2,15:53,16:53,0,2,15:53,16:53,0,5,15:53,19:53,1,2,15:53,16:53,0,1,9,0,0,BKN1300/BKN2100/OVC3600;BKN2800/BKN5500;BKN6500,2,0,15:53,16:53,8.0,1,14:53,21:53,1.0,0,16:53,16:53,3,1,FLYABLE,0
2021-07-22,2021_snoh_rgbi.tif,,,24,61.91,19,05:53,23:53,1,19,05:53,23:53,1,19,05:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR;FEW2500;SCT2000,19,1,05:53,23:53,16.0,1,08:53,23:53,16.0,1,08:53,23:53,3,3,FLYABLE,1
2021-07-23,2021_snoh_rgbi.tif,,,24,61.71,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR;FEW12000,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
