arm,citing_work_key,ref_key,title,state,doi,source,ratio,reason,seconds
before,Foody_2010_assessing-accuracy-land-cover-change,b41,Diagnostic test analyses in search of their gold standard: latent class analysis with random effects,ambiguous,,crossref,0.9899,2 distinct works accepted at crossref,0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b43,Some issues in resolution of diagnostic tests using an imperfect gold standard,unresolved,,,,"best=crossref:1.00:10.1002/sim.819.abs; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Foody_2010_assessing-accuracy-land-cover-change,b46,Evaluation of diagnostic tests without gold standards,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b52,Accuracy assessment of remote sensing-derived change detection,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Foody_2010_assessing-accuracy-land-cover-change,b54,Measuring the accuracy of species distribution models: a review,unresolved,,,,"best=crossref:0.57:10.7287/peerj.9246v0.2/reviews/1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b58,Latent class models,unresolved,,,,"best=crossref:1.00:10.1007/978-1-4757-5644-9_9; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Foody_2010_assessing-accuracy-land-cover-change,b72,A model for evaluating sensitivity and specificity for correlated diagnostic tests in efficacy studies with an imperfect,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.002
before,Foody_2010_assessing-accuracy-land-cover-change,b76,The use of latent class analysis in medical diagnosis,unresolved,,,,"best=crossref:1.00:10.1142/9789814329804_0014; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b82,"Sensitivity, specificity and predictive value",unresolved,,,,"best=crossref:1.00:10.53347/rid-94132; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Foody_2010_assessing-accuracy-land-cover-change,b87,Global Land Cover Validation: Recommendations for Evaluation and Accuracy Assessment of Global Land Cover Maps,unresolved,,,,"best=crossref:0.51:10.4095/220024; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Foody_2010_assessing-accuracy-land-cover-change,b90,Land cover,unresolved,,,,"best=crossref:0.43:10.1787/888933484623; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Foody_2010_assessing-accuracy-land-cover-change,b91,Remote-sensing for mapping and monitoring land-cover and land-use change-An introduction,unresolved,,,,"best=crossref:0.42:10.1201/b19322-36; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b100,Log-linear models for event histories,unresolved,,,,"best=crossref:1.00:10.1080/00401706.1998.10485510; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b103,Classification algorithms-Where next?,unresolved,,,,"best=crossref:0.49:10.1017/cbo9780511574931.024; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b0,On a method of describing complete parameter fields,unresolved,,,,"best=crossref:0.55:10.1061/41064(358)268; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b1,An Introduction to Stochastic Processes,unresolved,,,,"best=crossref:0.96:10.1142/9789819833788_0001; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b2,Inference and stochastic processes,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b3,A further note on nearest neighbour models,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b4,Physical nearest-neighbour models and non-linear time series,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b5,Two-dimensional nearest-neighbour systems and their ecological applications,unresolved,,,,"best=crossref:0.62:10.1007/978-3-642-79917-4_9; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b6,The statistical analysis of spatial pattern,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b7,Correlation properties of some nearest-neighbour models,unresolved,,,,"best=crossref:0.57:10.2139/ssrn.7276484; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b8,Relation of the variability of yields of fruit trees to the accuracy of field trials,unresolved,,,,"best=crossref:0.60:10.3733/hilg.v07n02p081; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Besag_1974_spatial-interaction-statistical-analysis,b10,On the correlation structure of some two-dimensional stationary processes,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b11,On the statistical analysis ofnearest-neighbour systems,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b12,On the distinction between the conditional probability and the joint probability approaches in the specification of near,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.002
before,Besag_1974_spatial-interaction-statistical-analysis,b13,Point density in stems per acre,unresolved,,,,"best=crossref:0.63:10.4324/9780080575469-10; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b14,An application of the Poisson distribution,unresolved,,,,"best=crossref:0.91:10.1007/springerreference_205530; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b16,Analysis of Binary Data,unresolved,,,,"best=crossref:1.00:10.1007/springerreference_60769; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b17,The analysis of multivariate binary data,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b18,An Introduction to Probability Theory and its Applications,unresolved,,,,"best=crossref:0.65:10.1007/0-8176-4463-6_1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b19,Spread of disease in a rectangular plantation with vacancies,ambiguous,,crossref,0.9917,2 distinct works accepted at crossref,0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b20,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b21,"Quantitative Plant Ecology, 2nd ed",unresolved,,,,"best=crossref:0.88:10.1093/forestscience/4.2.127; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b23,Markov fields on finite graphs and lattices,unresolved,,,,"best=crossref:0.55:10.1090/conm/001/03; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b24,Exact tests for serial correlation,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b25,An exact test for correlation between time series,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b26,The Advanced Theory of Statistics,unresolved,,,,"best=crossref:0.69:10.1214/aoms/1177730504; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b27,Chaines doubles de Markoff et fonctions aleatoires de deux variables,unresolved,,,,"best=crossref:0.53:10.1515/dema-1978-0421; skipped=semanticscholar,arxiv (rate-limited)",0.003
before,Besag_1974_spatial-interaction-statistical-analysis,b28,"Statistical study of the distribution of scattered villages in two regions of the Tonami plain, Toyami prefecture",unresolved,,,,"best=crossref:0.65:10.4157/grj.7.459; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b30,A mathematical model for the estimation of interplant competition,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b31,Measurement of competition between individual plants in a population,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b32,Models for interplant competition in irregularly distributed populations,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b33,The experimental error of field trials,unresolved,,,,"best=crossref:0.92:10.33915/agnic.189; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b34,A Gaussian Markovian process on a square lattice,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b35,Necessary conditions for Markovian processes on a lattice,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b37,Estimation methods for models of spatial interaction,unresolved,,,,"best=crossref:0.68:10.1007/s43071-021-00016-1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b38,Transportation Networks and the Irish Economy,unresolved,,,,"best=crossref:0.41:10.1002/9781394188789.ch8; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b39,The goodness of fit of frequency distributions obtained from stochastic processes,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b40,Principles of Regression Analysis,unresolved,,,,"best=crossref:0.73:10.1017/9781108779197.026; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b41,Generalised Gibbs states and Markov random fields,unresolved,,,,"best=crossref:0.86:10.1017/cbo9780511897122.002; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b43,On the foundations of combinatorial theory,unresolved,,,,"best=crossref:0.61:10.1006/jcta.2000.3110; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Besag_1974_spatial-interaction-statistical-analysis,b46,On stationary processes in the plane,unresolved,,,,"best=crossref:1.00:10.2307/2333459; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b47,Stochasticprocesses in severaldimensions,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Besag_1974_spatial-interaction-statistical-analysis,b48,Experimental designs for serially correlated observations,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
before,Walton_2008_difficulties-estimating-city-wide-urban,b1,Development of a 2001 National Land Cover Database for the United States,unresolved,,,,"best=crossref:0.58:10.3133/70046118; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Walton_2008_difficulties-estimating-city-wide-urban,b2,Completion of the 2001 National Land Cover Database for the Coterminous United States,unresolved,,,,"best=crossref:0.57:10.3133/70046118; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Walton_2008_difficulties-estimating-city-wide-urban,b3,A strategy for estimating tree canopy density using Landsat 7 ETM+ and high-resolution images over large areas,unresolved,,,,"best=crossref:0.48:10.4095/220054; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Walton_2008_difficulties-estimating-city-wide-urban,b5,Understanding the structure of urban forests,unresolved,,,,"best=crossref:1.00:10.1201/b21179-11; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Walton_2008_difficulties-estimating-city-wide-urban,b7,R: a language and environment for statistical computing,unresolved,,,,"best=crossref:1.00:10.32614/r.manuals; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Walton_2008_difficulties-estimating-city-wide-urban,b8,An investigation of national tree canopy assessments applied to urban forestry,unresolved,,,,"best=crossref:0.43:10.1016/j.ufug.2024.128331; skipped=semanticscholar,arxiv (rate-limited)",0.003
before,Page_1954_continuous-inspection-schemes,b0,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b1,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b2,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b3,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b4,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b5,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b6,Proc. Camb,unresolved,,,,"best=crossref:0.20:10.1017/s0305004116000220; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Page_1954_continuous-inspection-schemes,b7,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b8,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b9,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b10,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b11,Quality Control and Industrial Statistics,unresolved,,,,"best=crossref:1.00:10.2307/2347108; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Page_1954_continuous-inspection-schemes,b12,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b13,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b14,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b15,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b16,Proc. Camb,unresolved,,,,"best=crossref:0.20:10.1017/s0305004116000220; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Page_1954_continuous-inspection-schemes,b17,,unresolved,,,,no_title_or_author (nothing to search on),0.0
